ID_Equipo,Fecha,Tipo_Mantenimiento,Costo_Mantenimiento,Duracion_Horas,Frecuencia de mantenimiento correctivo,ID_Registro,Temperatura_C,Vibracion_mm_s,Horas_Operativas,Tipo_Equipo,Potencia_kW,Horas_Recomendadas_Revision
498,1603551600.0,0,2455.03,33,10,7370,74.12,1.79,90767.0,1,4231.0,9047
321,1603555200.0,1,1079.23,7,11,7027,67.12,0.65,14404.0,0,-100.0,5055
113,1603558800.0,1,7120.49,20,9,7085,124.18,0.1,21113.0,0,216.0,5122
352,1603562400.0,1,8776.23,12,9,6458,201.495,4.87,97503.0,3,2825.0,3079
225,1603566000.0,1,8458.86,25,9,7203,77.73,0.93,6802.0,2,1484.0,1407
85,1603569600.0,0,4813.32,13,5,7859,107.04,2.75,4326.0,2,3062.0,3315
415,1603573200.0,0,9958.72,12,11,7857,122.23,1.13,97118.0,2,2000.0,7703
411,1603576800.0,0,6419.79,40,12,7238,113.66,3.64,93514.0,3,613.0,3036
54,1603580400.0,1,9526.44,37,12,7309,84.73,2.13,57524.0,2,4597.0,3659
204,1603584000.0,0,3304.8,30,7,7241,90.66,4.16,10182.0,3,1853.0,4941
265,1603587600.0,1,126.66,31,8,7028,60.74,0.41,87463.0,3,4783.0,5524
158,1603591200.0,0,7269.66,31,9,7120,107.97,1.31,27225.0,1,4082.0,6958
76,1603594800.0,0,7384.18,2,11,7524,133.64,0.73,45364.0,0,3453.0,1807
368,1603598400.0,1,4085.69,20,15,7476,147.52,3.16,12344.0,1,633.0,8203
255,1603602000.0,1,6853.09,47,10,7125,124.59,0.91,43337.0,3,4850.0,1762
476,1603605600.0,0,9532.93,20,14,7542,83.36,0.18,53314.0,0,1626.0,9660
472,1603609200.0,1,2139.56,19,10,7141,145.22,0.66,30281.0,1,4234.0,8912
278,1603612800.0,1,3347.03,3,15,6942,116.53,3.25,23094.0,3,3807.0,3178
356,1603616400.0,0,7324.11,11,7,7177,68.95,0.31,78600.0,2,843.0,2684
217,1603620000.0,1,7578.56,28,12,6369,129.54,0.33,10199.0,0,4783.0,5133
117,1603623600.0,1,2848.04,5,6,7357,121.59,4.59,42072.0,2,2068.0,1824
56,1603627200.0,0,596.05,25,11,6994,123.88,2.15,37919.0,2,3066.0,3578
81,1603630800.0,1,3078.5,10,7,7067,131.58,0.65,18631.0,0,446.0,2659
448,1603634400.0,0,5350.32,29,13,7301,102.35,0.52,1376.0,1,3877.0,7529
57,1603638000.0,1,3768.41,1,7,7548,58.68,2.86,52347.0,3,4585.0,6931
61,1603641600.0,0,9009.69,28,7,7225,108.27,2.67,53444.0,0,2537.0,1190
192,1603645200.0,0,4696.55,28,7,7078,72.64,3.17,84032.0,2,4782.0,2449
238,1603648800.0,1,2399.93,13,9,7194,105.32,4.86,65105.0,1,1250.0,6496
467,1603652400.0,0,9865.14,42,13,7183,60.09,2.31,14058.0,0,-100.0,5794
197,1603656000.0,0,6824.72,37,14,7188,87.55,0.62,64411.0,0,281.0,4236
67,1603659600.0,1,6634.45,7,12,7332,66.51,4.48,9075.0,3,385.0,3249
163,1603663200.0,0,2140.42,7,7,7056,82.58,4.03,98705.0,1,1337.0,2989
167,1603666800.0,1,4552.08,4,10,7086,88.97,4.31,87934.0,3,-100.0,9737
16,1603670400.0,1,3497.72,13,11,6968,136.99,0.52,1144.0,1,1884.0,6904
234,1603674000.0,1,9504.9,34,14,7066,110.69,2.32,17829.0,1,1526.0,6835
447,1603677600.0,1,2251.6,1,9,6978,101.21,1.89,30410.0,3,3504.0,7189
425,1603681200.0,1,8098.26,33,4,7116,147.6,1.56,18468.0,3,2892.0,2130
191,1603684800.0,1,5324.97,36,12,7099,131.76,0.3,78407.0,0,1915.0,6573
266,1603688400.0,0,510.22,8,11,6556,64.17,2.43,25820.0,1,2363.0,5881
220,1603692000.0,1,8114.65,46,12,8481,131.6,1.37,35901.0,0,4546.0,2061
409,1603695600.0,1,1422.18,24,7,7075,115.21,1.86,91685.0,0,1251.0,7645
5,1603699200.0,1,803.32,15,8,7197,148.14,4.53,81904.0,2,377.0,5978
222,1603702800.0,1,8697.63,21,13,7186,51.28,4.86,88943.0,2,4932.0,8281
408,1603706400.0,0,2577.41,26,11,6861,85.55,3.2,5588.0,2,7946.0,9680
14,1603710000.0,1,1124.6,46,6,7254,82.77,1.63,93465.0,0,3897.0,9451
24,1603713600.0,1,6478.02,20,12,7489,141.48,2.36,75976.0,3,4482.0,6699
417,1603717200.0,1,6412.67,44,9,6777,117.45,3.01,13831.0,0,677.0,6202
307,1603720800.0,0,1432.74,11,13,6996,130.54,2.86,74849.0,2,1584.0,4722
286,1603724400.0,0,5868.04,35,14,6928,144.49,1.85,81763.0,1,3432.0,8213
337,1603728000.0,1,1399.91,3,9,7265,87.18,1.67,17275.0,3,2109.0,8902
17,1603731600.0,0,8078.76,33,6,7414,105.26,1.2,50846.0,3,4310.0,8649
466,1603735200.0,1,754.88,34,12,6212,135.63,2.55,92512.0,1,1164.0,3592
442,1603738800.0,0,9097.33,14,8,6804,122.9,4.65,45770.0,3,4802.0,1402
249,1603742400.0,1,5670.4,5,4,7257,75.36,1.43,94505.0,0,3991.0,9920
257,1603746000.0,0,8181.62,35,7,7064,106.48,1.87,11516.0,3,695.0,8247
148,1603749600.0,0,4193.45,13,11,6106,132.36,4.41,22737.0,1,2931.0,509
283,1603753200.0,0,1331.04,40,8,7908,98.76,3.42,30935.0,1,2647.0,7909
318,1603756800.0,0,4760.89,31,13,6866,126.6,3.08,21500.0,2,1780.0,8351
131,1603760400.0,1,6020.66,39,10,7262,96.76,4.48,7073.0,2,3935.0,6293
494,1603764000.0,0,3205.99,1,8,7174,121.65,4.13,61545.0,3,3453.0,565
113,1603767600.0,1,9212.36,6,9,7085,124.18,0.1,21113.0,0,216.0,5122
172,1603771200.0,0,8754.22,10,15,6845,103.19,1.44,25106.0,0,4929.0,5941
232,1603774800.0,0,8032.06,29,14,7510,97.71,4.38,57399.0,0,2576.0,5610
68,1603778400.0,0,3105.8,28,9,7788,128.6,4.9,84140.0,3,3445.0,5390
81,1603782000.0,0,7360.92,26,7,7067,131.58,0.65,18631.0,0,446.0,2659
193,1603785600.0,1,5343.61,23,10,7133,56.29,4.41,8913.0,2,1083.0,2944
430,1603789200.0,1,3639.0,46,11,7284,51.73,3.35,53012.0,0,3902.0,9335
164,1603792800.0,1,7121.26,36,8,7389,51.03,0.72,75418.0,3,3050.0,7955
396,1603796400.0,0,9487.2,10,10,7752,71.4,4.63,43562.0,0,4845.0,1617
90,1603800000.0,0,5547.45,36,14,7260,72.15,4.89,90156.0,3,907.0,5243
69,1603803600.0,1,3566.05,12,8,6526,61.54,0.36,21716.0,1,4928.0,9028
329,1603807200.0,1,828.8,17,12,6913,50.17,1.25,50508.0,0,4276.0,6583
213,1603810800.0,1,3455.25,4,9,7154,99.83,2.82,28313.0,1,623.0,800
381,1603814400.0,0,1928.71,44,9,7213,128.0,0.52,71165.0,3,2004.0,4024
486,1603818000.0,0,5457.33,40,14,7147,61.34,1.22,40472.0,3,1106.0,1460
11,1603821600.0,0,8478.73,34,11,7101,58.96,0.89,29670.0,3,2374.0,2922
143,1603825200.0,1,8661.9,39,11,7226,53.92,4.76,89150.0,2,3856.0,2642
289,1603828800.0,0,4803.39,16,6,7449,55.26,1.04,99519.0,0,3217.0,7013
50,1603832400.0,1,8871.92,24,9,7533,98.34,4.46,29263.0,3,2222.0,3864
331,1603836000.0,1,9214.56,16,12,7339,89.84,1.95,30998.0,2,227.0,7274
408,1603839600.0,1,2158.94,20,11,6861,85.55,3.2,5588.0,2,7946.0,9680
11,1603843200.0,1,6880.48,19,11,7101,58.96,0.89,29670.0,3,2374.0,2922
205,1603846800.0,0,1682.93,44,8,6683,61.13,3.77,43085.0,1,4134.0,8924
96,1603850400.0,1,5367.24,34,13,7251,140.22,2.15,58799.0,3,4004.0,1119
461,1603854000.0,1,5698.88,21,9,7208,135.42,4.34,48320.0,1,1058.0,9116
312,1603857600.0,1,8073.62,41,14,7261,108.37,4.62,68284.0,1,4856.0,4327
398,1603861200.0,0,4426.13,14,12,7021,71.0,2.72,83333.0,0,639.0,3911
167,1603864800.0,0,1364.9,7,10,7345,122.02,1.29,63282.0,3,-100.0,9737
392,1603868400.0,1,4297.67,11,16,7149,144.88,2.94,21909.0,3,1307.0,9099
55,1603872000.0,0,1126.73,26,9,7216,99.46,1.8,34702.0,3,1005.0,3476
455,1603875600.0,0,4235.06,15,13,7451,109.37,0.69,51404.0,0,378.0,6547
195,1603879200.0,1,1337.25,2,7,7472,55.79,1.7,47381.0,3,540.0,8951
28,1603882800.0,0,8221.89,30,15,7499,87.34,1.96,65489.0,0,4722.0,9660
163,1603886400.0,1,1484.28,1,7,7056,82.58,4.03,98705.0,1,1337.0,2989
462,1603890000.0,1,6750.02,40,9,7293,67.35,2.57,59294.0,0,4806.0,3952
99,1603893600.0,0,4176.15,28,9,6914,129.17,4.94,29236.0,0,4669.0,3477
354,1603897200.0,0,3615.46,17,15,6591,131.32,3.82,42722.0,1,4129.0,2344
470,1603900800.0,1,8937.5,36,10,7187,101.72,0.21,36427.0,2,2570.0,6128
370,1603904400.0,1,2936.75,47,12,7250,105.13,3.61,3027.0,3,-100.0,917
314,1603908000.0,0,5303.15,6,11,7511,57.79,4.44,42461.0,3,3653.0,8467
309,1603911600.0,1,2708.58,5,9,7269,133.04,1.72,72705.0,1,194.0,4061
44,1603915200.0,1,5286.55,28,9,6296,58.51,4.16,47398.0,1,3083.0,7857
451,1603918800.0,0,8662.0,11,14,7160,73.65,4.73,6816.0,1,1157.0,7516
84,1603922400.0,0,6324.76,35,11,6963,145.43,4.83,60030.0,2,3637.0,1818
256,1603926000.0,0,7096.51,44,8,7098,128.97,4.09,61823.0,0,4368.0,3221
96,1603929600.0,0,8874.13,5,13,7251,140.22,2.15,58799.0,3,4004.0,1119
260,1603933200.0,1,5650.49,15,7,6970,118.36,4.24,67177.0,1,453.0,1909
49,1603936800.0,1,654.53,27,14,7303,62.2,3.74,14328.0,1,269.0,7647
115,1603940400.0,0,8019.07,31,10,7291,77.76,2.16,29414.0,2,1491.0,7305
290,1603944000.0,1,7625.93,36,7,7166,139.07,3.6,31224.0,1,943.0,7124
473,1603947600.0,1,2367.52,16,10,7230,122.17,4.16,81173.0,1,1796.0,5181
478,1603951200.0,1,9606.79,14,7,6580,126.98,4.35,67391.0,2,1706.0,7017
251,1603954800.0,0,9461.59,2,13,7138,53.89,2.51,75122.0,3,2713.0,3142
465,1603958400.0,1,4900.08,5,7,7474,131.79,2.37,68756.0,2,7946.0,9518
347,1603962000.0,1,6312.27,2,16,7358,92.6,2.35,30538.0,3,4948.0,6720
40,1603965600.0,0,9179.44,21,3,7229,115.24,1.17,69929.0,2,4811.0,9303
419,1603969200.0,0,9101.32,41,8,6712,51.02,3.99,86220.0,2,2089.0,8444
491,1603972800.0,0,8681.1,27,14,7215,104.87,4.79,86810.0,1,-100.0,2499
46,1603976400.0,1,8390.98,40,10,7196,56.47,2.29,57255.0,3,3570.0,4326
361,1603980000.0,1,8571.91,31,9,6776,140.89,4.4,77267.0,2,3028.0,8369
114,1603983600.0,0,8548.29,35,12,7343,108.43,4.23,4396.0,0,2979.0,4628
143,1603987200.0,0,2087.77,20,11,7226,53.92,4.76,89150.0,2,3856.0,2642
16,1603990800.0,1,7228.0,15,11,6968,136.99,0.52,1144.0,1,1884.0,6904
461,1603998000.0,0,9637.8,22,9,7208,135.42,4.34,48320.0,1,1058.0,9116
172,1604001600.0,0,2584.91,22,15,6845,103.19,1.44,25106.0,0,4929.0,5941
72,1604005200.0,0,379.04,23,7,8205,135.08,4.79,30683.0,2,4521.0,1678
491,1604008800.0,1,5588.52,42,14,7215,104.87,4.79,86810.0,1,-100.0,2499
430,1604012400.0,1,9425.13,30,11,7284,51.73,3.35,53012.0,0,3902.0,9335
325,1604016000.0,0,1462.26,20,12,7663,102.46,1.0,55282.0,3,3158.0,3100
150,1604019600.0,0,9664.21,1,19,7217,138.31,4.17,1574.0,0,1769.0,5484
76,1604023200.0,1,6571.79,26,11,7524,133.64,0.73,45364.0,0,3453.0,1807
388,1604026800.0,1,2246.53,29,7,7591,69.4,3.05,94272.0,0,3973.0,5667
160,1604030400.0,1,2095.37,27,13,7288,93.52,1.76,16247.0,2,2945.0,3638
80,1604034000.0,1,2868.96,8,5,7249,109.37,0.75,13384.0,0,4430.0,2723
45,1604037600.0,1,983.07,29,10,7400,103.82,1.45,81794.0,0,7946.0,7340
421,1604041200.0,1,2147.04,6,3,8019,88.17,2.98,35788.0,1,1255.0,5509
156,1604044800.0,0,1614.04,2,12,7341,85.7,1.79,28044.0,0,1568.0,6806
354,1604048400.0,0,165.79,10,15,7905,146.79,2.2,17371.0,1,4129.0,2344
296,1604052000.0,1,1120.1,12,8,6979,134.45,1.65,73627.0,0,1192.0,6299
254,1604055600.0,1,3947.94,15,11,8314,136.61,2.67,65767.0,1,2796.0,1717
321,1604059200.0,0,2702.94,44,11,7027,67.12,0.65,14404.0,0,-100.0,5055
470,1604062800.0,1,5840.09,9,10,7187,101.72,0.21,36427.0,2,2570.0,6128
384,1604066400.0,0,8178.63,18,12,7800,104.84,2.37,39859.0,1,1614.0,2364
65,1604070000.0,0,871.39,33,4,7277,125.4,0.73,16129.0,0,1315.0,7135
424,1604073600.0,1,6596.55,10,11,7594,51.03,0.79,74312.0,2,1380.0,4385
342,1604077200.0,1,7082.66,10,13,7383,130.78,2.67,71076.0,2,4223.0,1741
52,1604080800.0,1,9262.75,29,8,8096,57.96,0.34,90480.0,1,1144.0,6556
33,1604084400.0,1,7752.48,28,12,7436,74.98,0.64,81211.0,1,4720.0,3143
390,1604088000.0,1,5798.64,39,14,7224,101.13,2.53,95134.0,3,244.0,6357
219,1604091600.0,1,7571.62,35,10,7391,91.74,0.12,61413.0,1,464.0,9272
429,1604095200.0,1,2927.95,8,5,7458,119.68,1.66,47180.0,0,3119.0,1099
150,1604098800.0,1,1312.46,39,19,7217,138.31,4.17,1574.0,0,1769.0,5484
57,1604102400.0,1,516.22,1,7,7548,58.68,2.86,52347.0,3,4585.0,6931
316,1604106000.0,0,5065.29,8,9,7094,112.48,3.61,86241.0,2,3897.0,7338
306,1604109600.0,1,3363.53,32,8,7264,50.9,4.94,65915.0,1,1296.0,9789
465,1604113200.0,1,1770.05,12,7,7474,131.79,2.37,68756.0,2,7946.0,9518
382,1604116800.0,1,7354.25,23,8,7255,71.53,3.52,78410.0,2,1965.0,1235
306,1604120400.0,1,8503.26,25,8,7264,50.9,4.94,65915.0,1,1296.0,9789
263,1604124000.0,0,1666.8,24,9,7202,103.48,2.16,57924.0,1,2565.0,9374
408,1604127600.0,0,3780.64,8,11,6861,85.55,3.2,5588.0,2,7946.0,9680
276,1604131200.0,0,9602.73,47,12,6350,142.63,1.0,17964.0,0,263.0,4425
384,1604134800.0,1,1190.17,18,12,7800,104.84,2.37,39859.0,1,1614.0,2364
69,1604138400.0,0,3696.66,9,8,8006,78.41,1.55,68752.0,1,4928.0,9028
176,1604142000.0,0,1609.46,12,14,7272,78.88,1.02,59815.0,2,425.0,9406
400,1604145600.0,0,5795.09,15,10,7321,56.63,1.49,9900.0,3,1198.0,4381
268,1604149200.0,1,9353.63,40,10,7401,122.66,1.01,87133.0,2,1586.0,1606
278,1604152800.0,0,6732.38,5,15,7387,61.52,1.83,48074.0,3,3807.0,3178
476,1604156400.0,0,4963.14,25,14,7542,83.36,0.18,53314.0,0,1626.0,9660
150,1604160000.0,0,6279.07,13,19,7217,138.31,4.17,1574.0,0,1769.0,5484
440,1604163600.0,0,4612.74,37,6,7307,117.51,2.32,74424.0,1,7946.0,4032
95,1604167200.0,0,6901.85,26,9,7335,94.76,4.6,78325.0,3,1095.0,1294
211,1604170800.0,1,4828.48,43,7,7350,129.46,3.18,66156.0,0,1232.0,9397
369,1604174400.0,0,3429.92,17,14,7223,134.92,4.3,39886.0,0,1671.0,8525
345,1604178000.0,0,5179.34,34,9,7051,128.65,2.28,42154.0,0,3111.0,4591
208,1604181600.0,1,2977.66,47,11,7312,93.87,3.69,50981.0,3,1795.0,6837
294,1604185200.0,0,2068.02,45,8,7394,136.09,4.6,90420.0,3,3805.0,4578
313,1604188800.0,0,5537.42,24,7,7984,62.56,0.83,86738.0,3,2934.0,6830
416,1604192400.0,1,5769.17,47,13,7032,109.14,2.22,24182.0,1,1900.0,9643
433,1604196000.0,1,7753.33,21,7,7408,146.06,2.73,1768.0,2,2525.0,1622
285,1604199600.0,0,5710.67,24,12,7059,144.1,4.24,33024.0,0,756.0,8274
287,1604203200.0,1,1216.07,27,9,7361,93.14,3.71,91798.0,1,4086.0,2875
221,1604206800.0,1,7483.86,7,13,7071,131.39,3.38,20957.0,3,4406.0,1237
141,1604210400.0,1,4171.13,3,13,7771,61.16,4.8,50796.0,2,4459.0,8434
313,1604214000.0,1,6917.51,39,7,7984,62.56,0.83,86738.0,3,2934.0,6830
67,1604217600.0,1,6096.7,33,12,7332,66.51,4.48,9075.0,3,385.0,3249
407,1604221200.0,0,5833.21,45,11,6990,79.05,4.96,37657.0,0,1643.0,9754
315,1604224800.0,0,3335.28,2,9,7258,138.4,3.93,82752.0,2,954.0,5662
398,1604228400.0,1,2275.15,16,12,7526,52.44,4.9,57657.0,0,639.0,3911
398,1604232000.0,0,552.64,6,12,7526,52.44,4.9,57657.0,0,639.0,3911
242,1604235600.0,0,4171.66,35,4,7063,59.32,2.91,46357.0,3,1958.0,9066
185,1604239200.0,0,9015.05,38,12,6774,97.27,1.07,42771.0,0,215.0,3803
373,1604242800.0,0,4018.6,45,15,7271,136.14,0.17,28597.0,0,2074.0,6712
463,1604246400.0,0,220.16,13,6,7253,148.3,2.76,50640.0,0,329.0,3339
232,1604253600.0,0,4746.0,39,14,7510,97.71,4.38,57399.0,0,2576.0,5610
465,1604257200.0,0,2488.1,15,7,7474,131.79,2.37,68756.0,2,7946.0,9518
411,1604260800.0,1,4073.38,27,12,7442,144.31,2.14,48253.0,3,613.0,3036
84,1604264400.0,0,5249.42,23,11,6963,145.43,4.83,60030.0,2,3637.0,1818
67,1604268000.0,0,9705.68,7,12,7332,66.51,4.48,9075.0,3,385.0,3249
475,1604271600.0,1,1648.24,5,8,7495,145.09,0.92,81520.0,0,1865.0,1751
298,1604275200.0,1,5855.51,9,9,7551,97.39,1.93,3945.0,3,1881.0,4891
355,1604278800.0,0,9617.27,23,9,6948,56.48,4.78,10464.0,2,4825.0,2522
225,1604282400.0,0,6841.29,3,9,7331,91.45,0.39,37126.0,2,1484.0,1407
490,1604286000.0,0,5385.18,39,18,7158,57.79,3.54,35312.0,3,3247.0,6735
372,1604289600.0,0,1533.21,13,13,7432,58.53,0.88,31563.0,0,4925.0,7358
7,1604293200.0,0,502.85,11,9,7555,77.5,3.83,73880.0,3,2249.0,2896
176,1604296800.0,0,5742.28,20,14,7381,69.3,1.74,27659.0,2,425.0,9406
475,1604300400.0,1,9666.82,34,8,7495,145.09,0.92,81520.0,0,1865.0,1751
426,1604304000.0,1,1938.0,19,7,7324,149.61,2.82,53037.0,1,2294.0,5147
51,1604307600.0,0,5066.77,37,10,7113,85.55,0.92,88440.0,1,2157.0,3183
375,1604311200.0,0,8141.07,44,13,7560,111.36,4.44,66136.0,0,4748.0,4649
216,1604314800.0,1,5885.67,27,12,7434,111.4,3.04,27030.0,3,2232.0,2417
430,1604318400.0,1,2690.84,1,11,7284,51.73,3.35,53012.0,0,3902.0,9335
351,1604322000.0,0,429.78,11,12,6876,74.13,2.6,25405.0,1,4387.0,665
87,1604325600.0,1,6368.52,19,12,8310,131.47,4.66,40446.0,2,1407.0,6355
453,1604329200.0,1,9150.94,47,9,7465,128.72,3.4,9719.0,1,4432.0,7987
28,1604332800.0,0,7632.3,36,15,7499,87.34,1.96,65489.0,0,4722.0,9660
290,1604336400.0,1,6347.82,10,7,7166,139.07,3.6,31224.0,1,943.0,7124
118,1604340000.0,1,7983.28,3,12,7904,67.64,2.5,8400.0,3,1700.0,587
264,1604343600.0,1,4254.9,42,14,7660,136.92,2.49,44654.0,0,4624.0,4697
304,1604347200.0,1,9943.57,39,9,7455,89.06,0.19,53862.0,3,976.0,7790
396,1604350800.0,1,3067.15,5,10,7752,71.4,4.63,43562.0,0,4845.0,1617
130,1604354400.0,0,4460.9,28,17,7351,127.08,3.93,88263.0,0,633.0,7585
305,1604358000.0,0,1448.34,18,10,8118,74.75,3.23,76390.0,3,3088.0,6845
356,1604361600.0,0,2290.44,35,7,7416,129.12,4.5,4957.0,2,843.0,2684
41,1604365200.0,1,1436.26,30,10,8231,89.67,1.74,57335.0,3,1117.0,9988
379,1604368800.0,0,1873.42,25,15,6934,93.65,4.22,88580.0,1,3623.0,4932
98,1604372400.0,1,7411.46,3,15,7461,113.89,1.35,64502.0,1,1702.0,8433
180,1604376000.0,0,7114.72,43,14,7423,131.0,4.67,43168.0,3,3385.0,8754
240,1604379600.0,1,662.5,42,13,7703,83.43,3.05,41690.0,0,194.0,1302
194,1604383200.0,1,171.72,9,12,7336,63.03,3.14,1457.0,2,4898.0,7838
48,1604386800.0,0,6632.87,19,13,7360,55.27,1.21,47177.0,2,2560.0,1100
387,1604390400.0,0,294.13,21,11,7656,144.11,2.25,17276.0,0,1909.0,3043
98,1604394000.0,1,9951.8,23,15,7461,113.89,1.35,64502.0,1,1702.0,8433
246,1604397600.0,1,3242.28,4,12,7270,51.45,4.04,26342.0,1,2067.0,9164
147,1604401200.0,0,3086.73,24,7,7879,127.84,3.69,45758.0,3,4868.0,9440
136,1604404800.0,0,824.29,21,14,7232,121.19,2.16,64635.0,1,2512.0,2104
293,1604408400.0,1,1323.08,1,8,7137,95.56,1.37,32867.0,1,865.0,6478
377,1604412000.0,0,4426.96,33,8,7498,98.94,4.5,53909.0,1,2106.0,3763
347,1604415600.0,0,894.54,27,16,7358,92.6,2.35,30538.0,3,4948.0,6720
404,1604419200.0,1,8388.18,16,13,7095,94.28,0.78,41810.0,1,2390.0,4658
467,1604422800.0,0,5094.73,23,13,7527,93.88,1.85,33886.0,0,-100.0,5794
71,1604426400.0,0,5132.33,38,12,8455,100.52,3.56,98830.0,3,2617.0,8191
182,1604430000.0,1,4963.73,43,11,7751,56.63,3.64,62369.0,2,3762.0,5428
452,1604433600.0,0,6759.82,33,14,7568,98.36,0.53,69120.0,0,4203.0,6829
468,1604437200.0,0,9775.06,32,10,7211,87.52,2.78,70933.0,3,7946.0,3766
37,1604440800.0,1,9492.63,44,13,7352,68.09,3.08,990.0,3,1274.0,2379
283,1604444400.0,0,2244.95,2,8,7908,98.76,3.42,30935.0,1,2647.0,7909
490,1604448000.0,0,678.18,39,18,7158,57.79,3.54,35312.0,3,3247.0,6735
119,1604451600.0,1,4863.69,12,8,7462,66.84,1.37,15554.0,1,2780.0,4535
233,1604458800.0,0,8467.52,43,15,6185,95.17,4.47,41562.0,3,3373.0,4580
236,1604462400.0,0,9438.68,24,15,7143,54.27,4.78,29123.0,3,100.0,7685
282,1604466000.0,0,1962.21,25,12,7318,115.74,4.43,99897.0,3,2038.0,7994
36,1604469600.0,0,6586.11,10,9,7320,90.24,2.66,32574.0,2,4351.0,3549
403,1604473200.0,0,6755.53,23,8,7279,137.29,2.62,37966.0,2,2597.0,4993
34,1604476800.0,1,8053.84,38,11,6265,119.65,3.21,28199.0,0,4056.0,6465
194,1604480400.0,1,320.87,7,12,7336,63.03,3.14,1457.0,2,4898.0,7838
8,1604484000.0,0,6378.53,3,10,6960,91.08,3.03,53717.0,2,3607.0,3554
472,1604487600.0,0,4824.62,27,10,7141,145.22,0.66,30281.0,1,4234.0,8912
58,1604491200.0,1,1916.24,29,9,7452,110.96,0.8,75931.0,0,3113.0,1439
361,1604494800.0,0,541.17,36,9,6776,140.89,4.4,77267.0,2,3028.0,8369
289,1604498400.0,0,2182.34,40,6,7449,55.26,1.04,99519.0,0,3217.0,7013
474,1604502000.0,1,831.44,1,13,7319,136.67,0.36,70992.0,3,4404.0,3405
312,1604505600.0,1,8059.39,27,14,7282,63.28,4.08,20039.0,1,4856.0,4327
127,1604509200.0,0,9825.89,12,8,7393,145.94,3.97,61317.0,0,1957.0,3472
30,1604512800.0,0,6337.65,29,10,7582,147.09,1.57,79477.0,1,248.0,865
86,1604516400.0,0,8721.88,4,15,7385,128.36,2.19,17873.0,2,2519.0,1575
24,1604520000.0,1,3630.92,3,12,7489,141.48,2.36,75976.0,3,4482.0,6699
478,1604523600.0,1,9095.0,18,7,7962,68.16,3.85,68585.0,2,1706.0,7017
328,1604527200.0,0,2268.57,16,8,7404,113.09,2.88,74563.0,1,1730.0,3169
261,1604530800.0,1,2271.86,34,6,7082,110.19,0.65,80120.0,3,3674.0,8328
376,1604534400.0,0,7783.0,44,7,8083,88.92,3.03,81617.0,3,899.0,3355
401,1604538000.0,1,5621.48,22,10,7367,123.37,3.16,6885.0,2,532.0,601
158,1604541600.0,0,3000.12,23,9,7299,56.19,2.39,61812.0,1,4082.0,6958
16,1604545200.0,0,3843.14,46,11,6968,136.99,0.52,1144.0,1,1884.0,6904
113,1604548800.0,0,3984.49,20,9,7085,124.18,0.1,21113.0,0,216.0,5122
194,1604552400.0,0,121.45,31,12,7336,63.03,3.14,1457.0,2,4898.0,7838
411,1604556000.0,0,3762.48,27,12,7442,144.31,2.14,48253.0,3,613.0,3036
368,1604559600.0,0,6177.17,3,15,7476,147.52,3.16,12344.0,1,633.0,8203
61,1604563200.0,1,3387.32,43,7,7225,108.27,2.67,53444.0,0,2537.0,1190
275,1604566800.0,1,4464.63,5,9,6614,78.84,2.73,77604.0,1,4676.0,1846
226,1604570400.0,1,3158.51,9,11,7634,65.17,1.6,60344.0,0,605.0,3503
31,1604574000.0,1,801.17,35,9,7347,128.06,0.41,32417.0,1,3148.0,4496
465,1604577600.0,0,4878.02,11,7,7474,131.79,2.37,68756.0,2,7946.0,9518
215,1604581200.0,1,6746.1,19,10,7855,103.12,4.25,16602.0,2,-100.0,1243
490,1604584800.0,0,6393.05,3,18,7658,69.62,3.33,60008.0,3,3247.0,6735
279,1604588400.0,1,6439.79,47,11,7967,99.58,0.55,41853.0,0,2034.0,2128
76,1604592000.0,1,6072.38,9,11,7524,133.64,0.73,45364.0,0,3453.0,1807
154,1604595600.0,0,5361.73,21,9,7162,96.97,2.4,93986.0,2,2355.0,6278
227,1604599200.0,0,6172.44,41,5,7267,84.68,0.91,9765.0,0,940.0,8078
466,1604602800.0,0,7117.52,18,12,6212,135.63,2.55,92512.0,1,1164.0,3592
97,1604606400.0,0,1825.68,11,8,6147,70.02,1.77,94504.0,1,3869.0,5153
265,1604610000.0,0,4352.09,36,8,7698,97.06,3.75,90215.0,3,4783.0,5524
244,1604613600.0,0,8992.22,44,11,6936,76.01,3.79,6183.0,1,1206.0,1061
70,1604617200.0,0,6013.49,3,9,7831,92.88,2.02,14923.0,0,4078.0,4324
363,1604620800.0,1,9494.8,45,14,7403,98.14,3.23,4204.0,2,163.0,1073
287,1604624400.0,0,4592.55,32,9,7440,75.21,2.05,92329.0,1,4086.0,2875
394,1604628000.0,1,2652.48,5,8,7713,144.75,3.83,43760.0,1,3111.0,6653
335,1604631600.0,1,7561.41,18,9,7608,149.71,1.29,68952.0,1,4762.0,7944
335,1604635200.0,0,4484.25,36,9,7608,149.71,1.29,68952.0,1,4762.0,7944
117,1604638800.0,1,9158.94,23,6,7357,121.59,4.59,42072.0,2,2068.0,1824
445,1604642400.0,0,7964.42,34,12,7248,75.31,3.76,65157.0,3,2069.0,3105
439,1604646000.0,1,8726.28,2,8,7467,106.28,3.05,44423.0,2,4447.0,2041
464,1604649600.0,1,3723.69,20,12,7128,60.4,4.68,84983.0,1,4412.0,1491
